,Address,Price,Lat,Lng
462,4849 Northshore Drive,899900,33.113979,-96.845878
463,4520 Florence Drive,930000,33.1123,-96.849238
464,5733 Travis Drive,1200000,33.096267,-96.838065
465,3050 Briarwood Lane,1299000,33.10487,-96.834199
466,6440 Memorial Drive,1699000,33.1328,-96.816156
467,5205 Mosscreek Lane,319999,33.121378,-96.774714
468,12018 Chattanooga Drive,339999,33.130176,-96.772792
469,638 Enfield Drive,359900,33.151158,-96.886641
470,10045 Bell Rock Road,365000,33.138019,-96.794839
471,9706 Prestmont Place,397000,33.111513,-96.797436
472,5871 Rivendell Drive,435000,33.126914,-96.791199
473,561 Meandering Lane,702045,33.209604,-96.886503
474,12886 Five Bar Drive,775000,33.132233,-96.766493
475,3749 Marble Hill Road,962309,33.012135,-96.534936
476,6259 Loxton Boulevard,989000,33.146336,-96.856347
477,5964 Burkett Drive,1100000,33.126757,-96.840964
478,11821 Summer Springs Drive,314900,33.1368,-96.927885
479,12502 Melrose Lane,315000,33.13324,-96.768621
480,12144 Cardinal Creek Drive,329000,33.179413,-96.881424
481,11911 Chattanooga Drive,339990,33.129748,-96.774125
482,8500 Beartooth Drive,400000,33.149016,-96.876343
483,8212 Wharf Street,410000,33.147269,-96.77854
484,2138 Mustang Trail,425000,33.163834,-96.872469
485,14157 Salmon Drive,425000,33.171829,-96.753845
486,8550 Holly Street,430000,33.146393,-96.811711
487,9617 Robinwoods Drive,535000,33.196219,-96.797572
488,10204 Fire Ridge Drive,555000,33.164319,-96.862908
489,8312 Kara Creek Road,750000,33.147779,-96.88664
490,2387 Alcove Drive,1097394,33.173078,-96.92873
491,9651 Vita Dolce Drive,1099900,33.179807,-96.797399
492,2766 Sparks Drive,350000,33.151195,-96.867197
493,4408 Ripplewood Road,399999,33.115277,-96.782276
494,9704 Legend Trail,429000,33.140675,-96.797651
495,16405 Prairie Oak Road,669000,32.664953,-97.024692
496,12709 Grand Valley Drive,728900,33.183786,-96.859177
497,6797 Reims Court,2099000,33.133847,-96.813706
498,11800 Kurth Drive,305000,33.141152,-96.929033
499,10100 Oxbow Avenue,576918,33.161035,-96.759316
500,774 Caveson Drive,599900,33.151232,-96.897086
501,10744 Manuel Street,604924,33.167148,-96.762893
502,11371 Pear Ridge Drive,325000,33.138588,-96.781093
503,15812 Langsdale Street,360000,33.156789,-96.917779
504,9657 Stratton Drive,439000,33.206115,-96.796912
505,6468 Stallion Ranch Road,565000,33.133101,-96.875827
506,14040 Raspberry Lane,565000,33.171428,-96.754667
507,5270 Town and Country Boulevard,750000,32.378061,-96.166077
508,13327 Terlingua Creek Drive,815000,33.019843,-96.698886
509,7134 Calypso Lane,1150000,33.146336,-96.856347
510,9040 3rd Street,275000,33.152276,-96.825683
511,8256 Short Street,339000,33.146376,-96.831924
512,2396 Beachfront Drive,339900,33.142045,-96.913251
513,4920 Baton Rouge Boulevard,368900,33.119597,-96.787096
514,11498 La Grange Drive,390000,33.176209,-96.778662
515,11302 Tenison Lane,474900,33.170502,-96.868865
516,12513 Flowering Drive,475000,33.180792,-96.767436
517,1317 Alamo Court,479900,33.176473,-96.879979
518,13378 Chittamwood Lane,489900,33.181662,-96.759207
519,12923 Yale Court,499900,33.14294,-96.765881
520,15867 Christopher Lane,524900,33.170813,-96.734899
521,1057 Gentle Wind Lane,550000,33.118865,-96.883205
522,9823 Gristmill Lane,557997,33.107277,-96.797141
523,8443 Wild Rye Road,688000,33.146035,-96.742286
524,5459 Widgeon Way,849900,33.124039,-96.828434
525,4734 Heritage Oaks Drive,1275000,33.117612,-96.837405
526,5855 Arminta Avenue,1300000,33.116895,-96.835981
527,15 Riva Ridge,3845000,33.099853,-96.833487
528,11995 Westlawn Lane,320000,33.176647,-96.861969
529,2260 Lariat TRL,350000,33.133665,-96.922383
530,6508 Liberty Court,412000,33.132282,-96.771123
531,8234 Robertson DR,415000,33.146847,-96.866856
532,8514 Brown Stone Lane,475000,33.17335,-96.807904
533,4184 Republic DR,475000,33.114606,-96.852745
534,11322 Raveneaux Drive,525000,33.171308,-96.864719
535,5356 Highflyer Hills Trail,749900,33.1233,-96.88302
536,3823 Broadmoor Way,1999999,33.178424,-96.854746
537,15608 Cornwallis Street,340000,33.158276,-96.915917
538,2260 Lariat Trail,350000,33.133665,-96.922383
539,9500 Crossvine Lane,499000,33.115768,-96.79951
540,1515 Courtland Drive,2499000,33.111156,-96.871708
541,5001 Hidden Pond Drive,280000,33.1428,-96.918306
542,6512 Clydesdale Court,329995,33.131575,-96.836901
543,3805 Moorcroft Road,340000,33.157795,-96.922806
544,1070 Imperial Valley Lane,345000,33.132797,-96.903294
545,10108 Preston Vineyard Drive,350000,33.136664,-96.793973
546,1416 Pelican Drive,365000,33.191097,-96.879527
547,6262 Rainbow Valley Place,376000,33.128685,-96.788098
548,10908 Spring Lake Road,395000,33.115748,-96.784182
549,1191 Pasatiempo Drive,489900,33.13817,-96.901026
550,554 Quarter Horse Lane,600000,29.417188,-81.355409
551,7025 Pecan Chase Lane,630000,33.136968,-96.867223
552,6974 Irongate Place,650000,33.137017,-96.868566
553,3918 Fairbanks Drive,825000,33.146336,-96.856347
554,1 Pasture Place,975000,33.154872,-96.821736
555,5413 Braemar Drive,1050000,33.097348,-96.841333
556,1747 Garrison Drive,375000,33.154525,-96.87561
557,1112 Resaca Drive,379900,33.156661,-96.882969
558,5210 Golfside Drive,419900,33.121258,-96.769687
559,2397 Mackinac DR,509900,33.190411,-96.869839
560,10627 Buccaneer Point,949000,33.123619,-96.928897
561,8201 Bells Street,298000,33.14684,-96.785554
562,5434 Travis Drive,500000,33.096969,-96.841005
563,11292 Berkeley Hall Lane,592000,33.172357,-96.853557
564,3304 Hartford Lane,775000,33.168463,-96.861835
565,7684 Traveller Street,895000,33.141882,-96.851934
566,7 Riva Ridge,3499000,33.100103,-96.831709
567,13033 Galaxy Drive,289000,33.186108,-96.796219
568,4220 Armistice Drive,320000,33.113757,-96.85231
569,7326 Sprangletop ST,340000,33.178156,-96.820408
570,16008 Royston Street,354900,33.160051,-96.920322
571,3713 Wrexham Street,380000,33.158543,-96.918389
572,7692 Fossil Ridge Drive,449900,33.143941,-96.818696
573,11394 Lenox Lane,915000,33.17189,-96.855601
574,15618 Brookwood Drive,475000,33.136474,-96.737758
575,4138 Honor Drive,515000,33.109794,-96.853259
576,8300 Christie Drive,320000,33.152311,-96.811487
577,2503 Windgate Lane,378000,33.154481,-96.868791
578,15115 Blakehill Drive,450000,33.126102,-96.743716
579,9661 Needles,545686,33.146336,-96.856347
580,11341 Lenox Lane,910000,33.171208,-96.856273
581,2171 Prospect Drive,1000000,33.136035,-96.872964
582,5900 Chamberlyne Drive,1575000,33.126688,-96.835654
583,8502 Holly Street,179000,33.1459,-96.812089
584,12700 Skeeter Drive,269900,33.142147,-96.916231
585,8272 Haltered Horse LN,448000,33.147379,-96.884647
586,863 Gladewater Drive,468500,33.158434,-96.884633
587,2865 Reynolds Lane,525000,33.18103,-96.864324
588,1066 Bayfield Drive,530000,33.186234,-96.882643
589,10985 Pike Lake Drive,720000,33.168334,-96.757793
590,2226 Bristlegrass Road,784400,33.146336,-96.856347
591,15699 Thorn Apple Road,792900,33.146336,-96.856347
592,13334 Ignatius Drive,880000,33.135092,-96.762318
593,14205 Red Wood Circle N,520000,33.214071,-96.751696
594,14191 Berryfield Lane,849000,33.157645,-96.753499
595,6728 Firenze Lane,289995,33.127648,-96.826083
596,8833 Beartooth Drive,369950,33.152017,-96.876851
597,7357 Rustling Oaks Road,382500,33.139884,-96.91804
598,3568 Baldcypress Drive,525000,33.159644,-96.858166
599,10894 Panorama Drive,545000,33.16736,-96.752745
600,6570 Stallion Ranch Road,589000,33.133964,-96.876688
601,15643 Cherry Blossom,761061,33.019843,-96.698886
602,15375 Viburnum Road,999000,33.150476,-96.74235
603,5085 Normandy Drive,1190000,33.111369,-96.843664
604,662 Pendle Forest Drive,375000,33.152207,-96.886333
605,9993 Wyndbrook Drive,435000,33.149821,-96.793912
606,8125 Sedum Carpet,468720,33.144224,-96.740119
607,15753 Shasta Daisy Road,510073,33.143504,-96.738391
608,1217 Roma Drive,565000,33.120727,-96.902409
609,5029 Brandywine Lane,1375000,33.120284,-96.837804
610,8070 Rock Brook Street,299000,33.142153,-96.808971
611,4339 Bal Harbour Lane,600000,33.170862,-96.850761
612,3148 Fish Hook Lane,315000,33.146336,-96.856347
613,8747 Anacua Road,630000,33.149252,-96.742451
614,8747 Anacua RD,630000,33.149252,-96.742451
615,13258 Secretariat Boulevard,1199900,33.164887,-96.762912
616,13335 Chittamwood Lane,449000,33.181213,-96.759614
617,1549 Courtland Drive,2595000,33.111156,-96.871708
618,2208 Sturgis Drive,469900,33.195518,-96.871815
619,9610 Beckett Drive,474750,33.204972,-96.797339
620,5410 Keswick Drive,489000,33.09977,-96.840598
621,9790 Staffordshire Road,515500,33.205756,-96.79563
622,11550 Henderson Drive,330000,33.178694,-96.778569
623,7039 Maumee Valley Court,639000,33.138842,-96.905328
624,6027 Rivendell Drive,429900,33.127618,-96.791192
625,2114 Lariat Trail,849900,33.13306,-96.923168
626,14981 Foxbriar Lane,730000,33.167817,-96.745264
627,11412 Sadie Street,365000,33.141261,-96.932805
628,1170 Shortgrass Lane,449900,33.146336,-96.856347
629,5074 Statesman Lane,775000,33.120962,-96.884785
630,6249 Aylworth DR,475000,33.129838,-96.750081
631,7312 Panicum Drive,384990,33.180379,-96.820123
632,15643 Carnoustie Lane,510500,33.207215,-96.796957
633,8024 Splitbeard Road,911640,33.142311,-96.736339
634,3148 Fish Hook LN,315000,33.146336,-96.856347
635,16619 Nightshade Road,575000,33.146336,-96.856347
636,14813 Speargrass Drive,476619,33.146336,-96.856347
637,7832 Buffaloberry Road,569400,33.140686,-96.739301
638,7824 Buffaloberry Road,589900,33.140686,-96.739481
639,2933 Shenandoah Drive,2350000,33.103566,-96.834357
640,8711 6th Street,650000,33.148474,-96.823412
641,1224 Crockett Drive,700000,33.161005,-96.881587
642,15752 Foliage Road,639900,33.140358,-96.738642
643,7606 Traveller Street,810000,33.141548,-96.852126
644,4189 Hazelwood Avenue,899990,32.776671,-97.009389
645,12605 Waterslide Way,375000,33.145207,-96.917115
646,1181 Ducks Landing,384800,33.184604,-96.881466
647,4400 Ballymena Drive,415000,33.115703,-96.850574
648,15696 Carnoustie Lane,515500,33.207277,-96.795997
649,2544 Horsetail,745400,33.146336,-96.856347
650,15680 Custer Trail,1156500,33.167359,-96.737382
651,2887 Montreaux Drive,1399999,33.103333,-96.839176
652,13230 Sellaronda Way,757000,33.129165,-96.763264
653,9188 Williams Place,349900,33.151948,-96.81636
654,9723 Stratton Drive,454000,33.206115,-96.796358
655,3975 Marble Hill Road,922000,33.012135,-96.534936
656,5209 Madison Drive,369900,33.12166,-96.797131
657,13274 Parnell Place,999900,33.131775,-96.763261
658,4901 Buena Vista Drive,1725000,33.1191,-96.836963
659,10710 Manuel Street,649000,33.166947,-96.762904
660,11092 Snyder Drive,384900,33.177392,-96.783443
661,2452 Horsetail,659900,33.146336,-96.856347
662,15831 Terenwood Street,662900,33.139817,-96.738342
663,7527 Perennial Street,664900,33.139578,-96.739445
664,2408 Horsetail Road,761900,33.146336,-96.856347
665,5502 Monterey Drive,2629000,33.124225,-96.836464
666,3766 Ladera Heights Boulevard,986019,33.146336,-96.856347
667,3794 Marble Hill Road,1072882,33.012135,-96.534936
668,6199 Stockwell Drive,1192851,33.146336,-96.856347
669,5663 Edmonton Avenue,1603552,33.146336,-96.856347
670,2396 Courtland Drive,2999999,33.112488,-96.870199
671,6329 Paragon Drive,450000,33.131817,-96.920501
672,12025 Blake Place,1898000,33.153414,-96.9288
673,12045 Blake Place,1948000,33.152878,-96.929289
674,5979 Rivendell Drive,425900,33.127371,-96.791199
675,8598 Kincaid Lane,499990,33.146336,-96.856347
676,3569 Midwick Drive,2899000,33.146336,-96.856347
677,2481 Haft River Road,1152990,33.146336,-96.856347
678,12310 Harvest Meadow Drive,2505000,33.019843,-96.698886
679,1434 Gray Fox Lane,518281,29.140881,-81.237706
680,6179 Blythe Drive,419000,33.129015,-96.789356
681,5243 Spicewood Lane,2100000,33.122293,-96.830564
682,11205 Knoxville Lane,479475,33.126491,-96.781156
683,7700 Jennifer,325000,33.146336,-96.856347
684,12556 Littlefield Drive,382000,33.181758,-96.772592
685,7340 Goose Creek Drive,779344,33.146336,-96.856347
686,5395 Statesman Lane,780000,33.123621,-96.886309
687,2250 Lead Plumb Drive,783424,33.146336,-96.856347
688,13734 Gabriel,835098,33.146336,-96.856347
689,6275 Chamberlyne Drive,3200000,33.125335,-96.832249
690,5931 Rivendell Drive,399900,33.127162,-96.791199
691,4250 Pebble Creek Court,675000,33.176182,-96.850731
692,7211 Walnut Street,450000,33.15172,-96.820944
693,14756 Speargrass Drive,463501,33.146336,-96.856347
694,15196 Spider Lily Road,898900,33.151711,-96.743939
695,3772 Hamilton Heights Avenue,1651990,32.664953,-97.024692
696,5687 Edmonton Avenue,1602369,33.146336,-96.856347
697,12616 Joplin Drive,325000,33.144257,-96.916631
698,9754 Staffordshire Road,437500,33.205759,-96.796003
699,15127 Springwood Drive,499000,33.135165,-96.742283
700,11808 Kurth Drive,344900,33.141144,-96.928714
701,1573 Prince William Lane,2750000,33.08808,-96.853869
702,6225 Blythe Drive,414000,33.129226,-96.789143
703,3735 Starling Drive,3899900,33.110219,-96.876084
704,7881 Kings Ridge Road,252000,33.144386,-96.792992
705,6205 Montgomery Drive,295000,33.129697,-96.782824
706,8528 6th Street,350000,33.146657,-96.823536
707,4115 Kearsage Drive,369000,33.112318,-96.814749
708,7236 Joshua Road,382900,33.17673,-96.821672
709,5847 Rivendell Drive,397900,33.126845,-96.791198
710,5963 Rivendell Drive,399900,33.127301,-96.791198
711,6253 Blythe Drive,414000,33.12933,-96.789037
712,7295 Zachery Drive,424900,33.175358,-96.821484
713,7269 Zachery Drive,428900,33.175389,-96.821655
714,7208 Joshua Road,434900,33.176783,-96.821947
715,7242 Pecan Street,450000,33.148323,-96.821608
716,15601 Carnoustie Lane,455000,33.206781,-96.797391
717,7300 Joshua Road,479900,33.176622,-96.821085
718,2877 Nightwind Court,494999,33.12441,-96.865389
719,11947 Cape Royal Lane,499000,33.176843,-96.867003
720,628 Sahallee Drive,537000,33.154129,-96.885148
721,7411 Joshua Road,583900,33.175892,-96.819892
722,8462 Gerbera Daisy Road,743900,33.146936,-96.745794
723,2268 Lead Plumb Drive,744268,33.146336,-96.856347
724,2148 Lead Plumb Drive,766848,33.146336,-96.856347
725,8478 Gerbera Daisy Road,775900,33.147115,-96.745793
726,7073 Goose Creek Road,797804,33.138312,-96.878043
727,7160 Tailwater Trail,1141900,33.146336,-96.856347
728,6008 Briarwood Lane,1174900,33.106275,-96.834966
729,13129 Secretariat Blvd,1224990,33.164401,-96.76404
730,1167 Echols Drive,1799000,33.135791,-96.88143
731,12035 Blake Place,1898000,33.153155,-96.929039
732,1640 Chambord Avenue,1950000,33.146336,-96.856347
733,1700 Hidalgo Lane,2475000,29.808689,-90.85928
734,3232 Tuscan Oaks,2515000,32.885259,-96.942108
735,12438 Harvest Meadow Drive,2549000,33.019843,-96.698886
736,12349 Farmstead Drive,2559000,33.141438,-96.588295
737,3336 Tuscan Oaks Drive,2579000,33.207966,-96.730695
738,3328 Santa Bella,2609858,33.003477,-96.670215
739,3315 Midwick Drive,3225000,33.146336,-96.856347
740,6616 Bluffview Drive,3375000,33.133763,-96.818682
741,2311 Lilac,4100000,33.146336,-96.856347
742,5345 Monterey Drive,4480000,33.122369,-96.835872
743,5 Stonebriar Way,5495000,33.093748,-96.831259
744,3709 Mckinley Drive,212000,33.046945,-96.718098
745,6017 Pinto Court,250000,33.056808,-96.70119
746,4672 Perthshire Court,315000,33.097321,-96.787447
747,934 Windy Meadow Drive,338000,33.055405,-96.712074
748,6512 Texana Way,365000,33.062633,-96.68443
749,3425 Brunchberry Lane,399000,33.061351,-96.760401
750,3700 Straw Harvest Drive,399900,33.036117,-96.765034
751,1400 Kittery Drive,399999,33.01812,-96.787063
752,3705 Longbow Lane,424900,33.064371,-96.76598
753,2224 Dampton Drive,479100,33.076467,-96.73856
754,1809 Sandpiper Lane,537000,33.013444,-96.728137
755,5032 Silver Lake Drive,1150000,33.043618,-96.797274
756,6817 Amaretto Court,2999900,33.069803,-96.841148
757,2104 Willow Bend Drive,4800000,33.029722,-96.812502
758,1605 Tampico Drive,219900,33.03642,-96.726874
759,5 Eastvale Place,287999,33.021275,-96.66702
760,1128 Gannon Drive,290000,33.080185,-96.713942
761,3025 Bonsai Drive,295000,33.042618,-96.859191
762,2905 Newport Circle,319900,33.037494,-96.725698
763,1133 Nickerson Lane,335000,33.008569,-96.62169
764,7616 Capella Court,340000,33.081034,-96.738156
765,4121 Midnight Drive,350000,33.031331,-96.7738
766,7801 Slater Trail,350000,33.082746,-96.709448
767,3809 Solarium Place,355000,33.027561,-96.766341
768,3408 Porter Creek Drive,370000,33.109252,-96.760141
769,7536 Crested Butte Drive,375000,33.080802,-96.725889
770,3817 Graphic Place,390000,33.034881,-96.766805
771,1804 Tampico Drive,394995,33.035905,-96.729065
772,6420 Hermosa Drive,395000,33.060123,-96.793337
773,1800 Switzerland Avenue,400000,33.08319,-96.730144
774,3704 Aransas Drive,415000,33.105091,-96.76599
775,1417 Callaway Drive,415000,33.021901,-96.721195
776,2808 Mollimar Drive,419900,33.022263,-96.748552
777,3552 Bender Trail,424900,33.031977,-96.76172
778,1705 Tawakoni Lane,435000,33.026137,-96.725491
779,2320 Cimmaron Drive,441000,33.098303,-96.736222
780,9705 Royal Lytham Drive,449000,33.109754,-96.743491
781,4441 Bentley Drive,450000,33.046172,-96.780098
782,3613 Slickrock Drive,454900,33.045716,-96.659007
783,1908 Uplands Drive,475000,33.072613,-96.730847
784,2917 Falling Brook Drive,495000,33.070125,-96.749529
785,6404 Dunmoor Drive,525000,33.051096,-96.839841
786,3608 Danbury Lane,535000,33.065436,-96.660713
787,1412 Alberti Avenue,599900,33.005515,-96.718744
788,6509 Hillswick Drive,665000,33.046636,-96.84263
789,1809 Triple Crown Lane,700000,33.025376,-96.823563
790,3053 Greenhill Drive,799500,33.041392,-96.845039
791,5909 Fairchild Court,949000,33.03065,-96.820882
792,1709 ANGLEBLUFF Lane,999000,33.02394,-96.810274
793,5321 Inverrary Drive,1449900,33.031329,-96.80705
794,1700 Amelia Court,140000,33.024035,-96.764837
795,2005 Meadowcreek DR,250000,33.026739,-96.671346
796,4024 Angelina Drive,279900,33.029661,-96.649559
797,820 Simon Drive,305000,33.078734,-96.706271
798,1308 Lufkin Drive,309900,33.017278,-96.778747
799,6203 Rainier Road,325000,33.057933,-96.719117
800,4025 Mesa Drive,332000,33.034596,-96.650188
801,6716 Darton Drive,350000,33.068477,-96.725309
802,8304 Tavaros Drive,350000,33.090768,-96.772054
803,1505 Baffin Bay Drive,364900,33.034015,-96.723951
804,6821 Thorncliff Trail,365000,33.068584,-96.752425
805,4324 Palmdale Drive,365000,33.083271,-96.777262
806,1508 Croston Drive,369000,33.02851,-96.72343
807,1601 Glenwick Drive,375000,33.017228,-96.723746
808,3536 Stroll Road,375000,33.111514,-96.757513
809,3932 Carrizo Drive,386900,33.035887,-96.652834
810,2305 Newcastle Circle,395000,33.030255,-96.7587
811,3629 Big Horn Trail,400000,33.037417,-96.763896
812,5781 Lois LN,400000,33.079177,-96.820554
813,9213 Fairwood Court,430000,33.104638,-96.740955
814,3609 Banks Circle,445000,33.094727,-96.761886
815,2437 Fieldlark Drive,450000,33.047745,-96.679568
816,4705 Bayview Drive,450000,33.039904,-96.790268
817,4201 Tidworth Drive,462000,33.0407,-96.774712
818,2300 Belmont Place,475000,29.995199,-90.169035
819,3300 Edwards Drive,489000,33.102146,-96.755874
820,6841 Flicker Lane,489900,33.067104,-96.662671
821,4204 Warminster Drive,530000,33.036886,-96.775333
822,3236 Caravan Drive,535000,33.078914,-96.754924
823,1505 Parliament Lane,571000,33.020051,-96.791711
824,5908 Sandhills Circle,675000,33.04817,-96.823622
825,5600 Saint Peter Drive,759900,33.055199,-96.813037
826,5505 Grasmere Drive,799900,33.02528,-96.808165
827,5809 ROSWELL Drive,1175000,33.036113,-96.820249
828,2912 meadows Drive,197000,33.019096,-96.674376
829,12 Eastcreek Place,245000,33.022706,-96.666598
830,2005 Meadowcreek Drive,250000,33.026739,-96.671346
831,3928 Villa Downs Drive,299000,33.049934,-96.713683
832,7133 Goldenrod Drive,329000,33.074204,-96.73987
833,3621 Worthington Way,330000,33.064108,-96.764866
834,7112 Van Gogh Drive,335000,33.042508,-96.855609
835,4000 Bandera Drive,349500,33.026162,-96.653005
836,2800 Winterplace Circle,349900,33.034887,-96.749363
837,7317 Ryan Drive,429900,33.076847,-96.749826
838,3721 Atrium Drive,430000,33.029233,-96.76527
839,6008 Sargent Drive,439995,33.007243,-96.61648
840,3001 Charring Cross,470000,33.075231,-96.750598
841,6728 Alcove Lane,490000,33.064344,-96.785988
842,5057 TRAIL LAKE Drive,650000,33.046148,-96.79835
843,5613 Risborough Drive,700000,33.054737,-96.813656
844,7812 Secluded Avenue,999500,33.083252,-96.828597
845,5008 Bellaire Drive,1200000,33.039997,-96.795811
846,3817 Ranch Estates Drive,1225000,33.04081,-96.657085
847,1627 Hawthorne Lane,235000,33.033264,-96.690873
848,791 Antoine Drive,285000,33.046326,-96.709285
849,4432 Bentley Drive,399950,33.045545,-96.779797
850,3836 Santiago Drive,425000,33.047966,-96.750775
851,3300 Canoncita Lane,460000,33.041377,-96.758997
852,5837 Pathfinder Trail,560000,33.026622,-96.822481
853,3312 Emily Drive,667500,33.043428,-96.787887
854,1620 Farmstead Street,809000,33.031979,-96.727938
855,6609 Indian Trail,1150000,39.499214,-86.60389
856,933 Shenandoah Drive,210000,33.047915,-96.713803
857,736 Warwick Drive,259900,33.048631,-96.70407
858,3407 San Mateo Drive,265000,33.043651,-96.767898
859,9909 Monastery Drive,279995,33.114031,-96.750417
860,4024 Hedgerow Drive,299000,33.066046,-96.771813
861,7104 Dalewood Drive,349000,33.070701,-96.667465
862,3416 Brunchberry Lane,350000,33.06091,-96.75993
863,3412 Flat Creek Drive,350000,33.109852,-96.760653
864,4649 Home Place,385000,33.078996,-96.79017
865,2600 Chamberlain Drive,394500,33.05222,-96.743554
866,7400 Hamner Lane,489000,33.078592,-96.774904
867,1920 Jubilee Road,520000,33.027683,-96.82399
868,6612 Shady Point Drive,725000,33.065742,-96.854236
869,2621 Boedeker Drive,205000,33.017834,-96.679142
870,6721 Norway Court,285000,33.06733,-96.712386
871,1526 W Spring Creek Parkway,335000,33.055503,-96.722246
872,2008 Midcrest Drive,374900,33.011851,-96.731566
873,4200 Warminster Drive,525000,33.036882,-96.775088
874,3709 Randa DR,240000,33.020568,-96.661195
875,3803 Silverstone Drive,255000,33.045833,-96.740421
876,7216 Mediterranean Drive,300000,33.04534,-96.85775
877,7901 Mulchin S Way,340000,33.084789,-96.785252
878,2701 Prestonwood Drive,540000,33.037969,-96.852583
879,3425 Melanie LN,540000,33.066031,-96.76007
880,3401 Twin Lakes Way,1548500,33.043013,-96.80302
881,2625 Ezekial Way,215000,33.015612,-96.678874
882,2108 Overglen Drive,249000,33.026485,-96.685522
883,1313 Berkeley Court,299000,33.070716,-96.715573
884,1302 Nest Place,307000,33.017782,-96.771759
885,6500 Wickliff Trail,339500,33.063272,-96.731396
886,4140 Aldenham Drive,339900,33.095083,-96.775084
887,6713 Osage Trail,340000,33.067977,-96.731311
888,3933 Carrizo Drive,349900,33.036353,-96.652703
889,4416 Boston Drive,399900,33.025316,-96.780383
890,3104 Charring Cross,410000,33.074734,-96.751421
891,4617 Portrait Lane,434500,33.0798,-96.788453
892,3701 TrilogyDrive,444900,33.056756,-96.730831
893,4716 Rabbit Trail,599000,33.005268,-96.646248
894,7901 Windrose Avenue,5100000,33.084904,-96.826356
895,2613 Tilden Drive,245000,33.016333,-96.679208
896,1447 Vanderbilt Drive,250000,33.050362,-96.721006
897,908 Harvest Glen Drive,255000,33.051318,-96.710702
898,2424 Majestic Drive,255000,33.035351,-96.680706
899,6532 Ute Court,294000,33.062399,-96.718606
900,9004 Azinger Drive,325000,33.101536,-96.742342
901,6800 Hickory Creek,330000,33.068859,-96.713539
902,3932 Capricorn Court,335000,33.063552,-96.770127
903,3924 Windford Drive,343900,33.075519,-96.769796
904,2408 Windsor Place,389900,33.020607,-96.740255
905,4616 Ringgold Lane,400000,33.030523,-96.786979
906,3117 Aurora Drive,419888,33.040123,-96.792782
907,4733 Durham Drive,430000,33.040613,-96.791017
908,3581 Stroll Road,475000,33.111405,-96.759489
909,5000 Castle Creek Court,1275000,33.036871,-96.795102
910,2916 BEAUCHAMP Drive,1295000,33.04061,-96.803873
911,3509 Twin Lakes Way,2465000,33.044845,-96.80246
912,5600 Cradlerock Circle,3500000,33.030205,-96.814084
913,3801 14th Street,162500,33.015322,-96.660693
914,2204 W Park Boulevard,220000,33.026145,-96.734688
915,3344 Tarkio Road,255000,33.042016,-96.69237
916,1741 Blossom Trail,265000,33.023058,-96.660821
917,6409 Fort Scott Court,269000,33.05987,-96.718877
918,3501 Deep Valley Trail,370000,33.043273,-96.748738
919,8633 Pauline Street,389000,33.096089,-96.794838
920,3209 Sailmaker Lane,424905,33.063728,-96.753977
921,4108 Aldenham Drive,450000,33.095066,-96.77352
922,4504 Crown Ridge Drive,485000,33.058895,-96.780419
923,5985 Tipperary Drive,687000,33.041324,-96.826465
