,Address,Price,Lat,Lng
924,3308 Castle Drive,299900,33.041054,-96.673429
925,2425 Fairview Drive,325000,33.014894,-96.740976
926,8429 Pipe Stone Drive,339900,33.093717,-96.752491
927,4421 Early Morn Drive,349000,33.029834,-96.780368
928,2708 Cotton Court,400000,33.034064,-96.777489
929,2541 Indian Paint Drive,419000,39.499214,-86.60389
930,548 Shoreline Street,599999,33.006586,-96.717924
931,5621 Snowberry Drive,689900,33.011182,-96.625854
932,6604 Josephine Street,1255000,33.070456,-96.847169
933,1607 California Trail,290000,36.043564,-119.008434
934,3916 Rolling Hills Drive,354900,33.084352,-96.771402
935,7220 Netherlands Lane,370000,33.074775,-96.731622
936,2305 Treehouse Lane,380000,33.044018,-96.736816
937,3109 Hilltop Lane,380000,33.039593,-96.748205
938,2225 Delmar Drive,409000,33.016573,-96.737346
939,4077 Olympic Court,430500,33.020998,-96.771276
940,2709 Oakland Hills Drive,465000,33.10611,-96.744242
941,7020 Coverdale Drive,485000,33.072843,-96.854076
942,7016 Redstone Lane,499000,33.070841,-96.854991
943,5121 Seascape Lane,1050000,33.033779,-96.800255
944,5000 Kirkland Court,1250000,33.038103,-96.795184
945,5504 Cavendish Court,4700000,33.032196,-96.811315
946,2117 Winslow Drive,315000,33.069749,-96.737845
947,2708 Royal Oaks Drive,319900,33.036071,-96.675671
948,2305 Newcastle CIR,395000,33.030255,-96.7587
949,9600 Gold Hills Drive,449900,33.108531,-96.7525
950,4421 Risinghill Drive,495000,33.090988,-96.779097
951,3624 Oakcrest Drive,540000,33.085104,-96.766053
952,4612 Vista Grande,549900,33.089694,-96.795524
953,5144 Arrowhead Lane,615000,33.019097,-96.803587
954,1627 Amherst Drive,399900,33.017926,-96.724743
955,2332 San Gabriel Drive,409000,33.033827,-96.653846
956,1724 Westlake Drive,455000,33.008687,-96.728006
957,6013 Hagerman Drive,459900,33.009403,-96.616492
958,2505 Horseman Drive,360000,33.10239,-96.740155
959,3633 Legendary Lane,409000,33.066572,-96.765618
960,3304 Runabout Court,439000,33.054546,-96.755721
961,4533 Arlen Drive,474900,33.045979,-96.783359
962,3625 Leathertop Drive,484900,33.039938,-96.763856
963,2200 W Park Boulevard,225000,33.026151,-96.733988
964,1928 Hawken Drive,315000,33.068756,-96.731076
965,2613 Ridgewood Drive,330000,33.033209,-96.667965
966,2033 Brabant Drive,405000,33.078264,-96.73305
967,6529 Sleepy Spring Drive,559000,33.058806,-96.842211
968,2601 Preston Road,200000,33.035409,-96.795085
969,7036 Jasper Drive,350000,33.070174,-96.667722
970,2308 Regal Road,424900,33.021478,-96.737221
971,7301 Hollingsworth Drive,499000,33.075804,-96.746861
972,4112 Westmoreland Drive,529900,33.033311,-96.773245
973,5920 Royal Palm Drive,658000,33.034435,-96.822737
974,2205 Bradbury Court,850000,33.031687,-96.823402
975,3513 Twin Lakes Way,2465000,33.045107,-96.802241
976,9817 Castlewood Drive,250000,33.112571,-96.752713
977,4821 Mulholland Drive,449900,33.007189,-96.644039
978,5829 Bridle Bend Trail,596000,33.022516,-96.822211
979,3813 Hibbs Street,599000,33.088915,-96.767075
980,4520 Hartford Drive,336000,33.020286,-96.784642
981,901 Brookville Court,340000,33.00792,-96.64725
982,2313 Brennan Drive,343000,33.024499,-96.737575
983,1908 Sandpiper Lane,365000,33.013192,-96.729834
984,3617 Candelaria Drive,395000,33.043553,-96.762855
985,4205 Ambrosia Lane,410000,33.021453,-96.774997
986,621 Arapaho Drive,420335,33.006826,-96.725901
987,4573 Lancelot Drive,675000,33.076953,-96.784488
988,5121 MEADOWSIDE Lane,1150000,33.055124,-96.801893
989,4116 Mesa DR,339900,33.034088,-96.648952
990,5760 Baltic Boulevard,420000,33.085723,-96.82108
991,2824 Kyle Drive,449999,33.036045,-96.740414
992,2600 Royal Birkdale Drive,475000,33.110154,-96.741884
993,3204 Sleepy Hollow Drive,1095000,33.040795,-96.800145
994,6620 Josephine Street,1149900,33.070456,-96.847169
995,1805 W Spring Creek Parkway,176900,33.058621,-96.728182
996,2800 Poplar Court,239000,33.035385,-96.669297
997,2033 Hawken Drive,325000,33.069099,-96.734095
998,2409 Trailwest Lane,330000,33.105456,-96.739105
999,3417 Burnet Drive,445000,33.106722,-96.758414
1000,3021 Deansbrook Drive,667000,33.039694,-96.79406
1001,1109 F Avenue,179900,33.014087,-96.705976
1002,2800 Poplar CT,239000,33.035385,-96.669297
1003,1714 Cherokee Trail,288500,33.05771,-96.72715
1004,1620 Lorraine Drive,289900,33.027486,-96.690802
1005,3809 Solarium PL,355000,33.027561,-96.766341
1006,2708 Summit View Drive,382000,33.09567,-96.746434
1007,3929 Carrizo Drive,410000,33.036363,-96.653002
1008,8016 Cornelius Drive,579000,33.086362,-96.801482
1009,5144 Arrowhead LN,615000,33.019097,-96.803587
1010,2739 N Colfax Circle,328500,33.02905,-96.747454
1011,2000 Willow Bend Drive,4490000,33.028468,-96.813157
1012,1520 Fairfield Drive,175000,33.029253,-96.692192
1013,6401 Meridian Court,280000,33.059367,-96.711909
1014,1508 Croston DR,369000,33.02851,-96.72343
1015,4549 Wilbarger Street,551000,33.103158,-96.783315
1016,9112 Guadalupe Street,621300,33.103101,-96.78125
1017,6925 Marigold Court,335000,33.067157,-96.664749
1018,7624 Highcroft Way,580900,33.081821,-96.827805
1019,6112 Echelon Way,630900,33.082494,-96.828068
1020,4700 Bear Run Drive,340000,33.051216,-96.788485
1021,2033 Ruger Drive,355000,33.063582,-96.733779
1022,7048 Pensacola DR,500000,33.070172,-96.674408
1023,2537 Bunker Hill Circle,350000,33.032668,-96.735568
1024,6208 Preserve Drive,1563900,33.084585,-96.830233
1025,3208 Brookshire Drive,439000,33.016751,-96.755592
1026,2204 Plantation Lane,4485000,33.030657,-96.817055
1027,5508 Seapines Drive,3300000,33.046424,-96.811307
1028,2400 Jupiter Road,129000,33.02913,-96.681643
1029,2633 Regal Road,399000,33.021898,-96.745212
1030,1808 Watermill Court,1999000,33.025404,-96.817869
1031,1767 Montgomery Drive,410230,33.006945,-96.725528
1032,6824 Bonaparte Court,1179000,33.070758,-96.843369
1033,3101 Townbluff Drive,215000,33.039555,-96.74953
1034,6713 Mossberg Drive,415000,33.068014,-96.73641
1035,3005 Chippenham Drive,515000,33.038569,-96.77278
1036,1412 Linden Drive,314000,33.012966,-96.720306
1037,9108 Guadalupe Street,571300,33.102993,-96.781251
1038,1332 Exeter Drive,280000,33.017618,-96.788604
1039,1913 Briarwood Drive,219000,33.02743,-96.688056
1040,1801 Hawthorne Lane,280000,33.033274,-96.688864
1041,4305 Waterford Drive,480000,33.057933,-96.77737
1042,1905 Pleasant Valley Drive,369900,33.051607,-96.730501
1043,6600 Josephine Street,1152000,33.070456,-96.847169
1044,5341 Tate Avenue,1449000,33.041493,-96.805947
1045,8045 Cornelius Drive,470900,33.086764,-96.801934
1046,5912 Lindfield Court,755000,33.05399,-96.824312
1047,4520 Refugio Drive,616300,33.101736,-96.782241
1048,5804 Milano Drive,535000,33.053931,-96.784826
1049,3412 Matagorda Springs Drive,450000,33.088652,-96.759515
1050,2408 Huntington Drive,349000,33.03118,-96.757063
1051,6904 Laramie Drive,407000,33.070225,-96.723303
1052,4413 Oak Knoll Drive,587300,33.039102,-96.780636
1053,6721 Denali Drive,594049,33.066946,-96.769996
1054,3508 Curbstone Way,489000,33.064292,-96.66285
1055,6128 Preserve Drive,594900,33.08401,-96.82884
1056,6117 Echelon Way,677900,33.082822,-96.828178
1057,7805 Steppington Drive,330000,33.083847,-96.724035
1058,4536 Wilbarger Street,499000,33.102628,-96.782927
1059,1921 Tampico Drive,285000,33.036327,-96.731051
1060,8028 Zeppos Drive,545900,33.086434,-96.802153
1061,4524 Refugio Drive,516000,33.101738,-96.782377
1062,4532 Wilbarger Street,531000,33.102603,-96.782804
1063,4808 Sunnybrook Drive,665240,33.049526,-96.790507
1064,8024 Zeppos Drive,437900,33.086366,-96.802127
1065,2120 Cliffside Drive,454500,33.055719,-96.736975
1066,9821 Lightcatcher Drive,325000,33.110063,-96.762075
1067,2005 Briarwood Drive,200000,33.027812,-96.686522
1068,1604 Kesser Drive,280000,33.081862,-96.721554
1069,1701 G Avenue,459900,33.022763,-96.70516
1070,8020 Zeppos Drive,495900,33.086298,-96.802102
1071,2701 Deansbrook Drive,657500,33.036393,-96.794205
1072,4732 Sunnybrook Drive,673600,33.049514,-96.789692
1073,5413 Glenscape,754900,33.056756,-96.730831
1074,3500 Ranchero Road,2200000,33.045689,-96.805738
1075,4700 Strong Avenue,94900,32.716892,-97.254155
1076,2303 Ridgmar Plaza,132500,32.738326,-97.422003
1077,3817 E 1st Street,154900,32.765524,-97.290805
1078,4605 Norris Valley Drive,164900,32.822539,-97.429566
1079,6715 Old Stone Drive,169900,32.862013,-97.283622
1080,2504 Capri Drive,172000,32.798472,-97.390069
1081,3417 Glenmont Drive,190000,32.660957,-97.365735
1082,10132 Stoney Bridge Road,193000,32.755712,-97.499371
1083,2616 Countryside Lane,199900,32.646691,-97.356993
1084,2908 Carolina Drive,209990,32.618416,-97.362487
1085,7616 Acapulco Road,210000,32.74326,-97.191115
1086,405 Flowering Plum Lane,215000,32.594879,-97.325188
1087,8116 Autumn Creek Trail,218000,32.632138,-97.337046
1088,3512 Burton Avenue,220000,32.714204,-97.274381
1089,5901 Saddle Flap Drive,235000,32.844011,-97.370794
1090,1327 E Morphy Street,235000,32.729086,-97.308013
1091,5729 Mountain Bluff Drive,240000,32.886326,-97.411539
1092,2810 20th Street NW,249000,32.794576,-97.385459
1093,1305 W Shaw Street,250000,32.70231,-97.339918
1094,8104 Southern Pine Way,250000,32.624265,-97.367574
1095,5825 Blue Ribbon Road,255000,32.842903,-97.381104
1096,800 Salida Road,262900,32.99157,-97.37424
1097,2200 Denmark Lane,269900,32.771419,-97.291484
1098,3114 Rosen Avenue,275000,32.802339,-97.369948
1099,10804 Ersebrook Court,299000,32.925718,-97.36167
1100,10469 Evening View Drive,310000,32.920236,-97.372039
1101,7784 Beaver Head Road,318000,32.879096,-97.281709
1102,220 Lemley Drive,332000,32.911564,-97.359106
1103,2501 Breccia Drive,340000,32.737533,-97.512264
1104,10013 Warberry Trail,345000,32.91484,-97.354852
1105,5660 Banks Road,355000,32.601097,-97.250956
1106,6005 Carmona Trail,369937,32.724047,-97.269432
1107,6641 Lake Overlook,381114,32.73215,-97.431658
1108,4900 Birchman Avenue,400000,32.735108,-97.393353
1109,432 Palmito Ranch Road,410000,32.898418,-97.354459
1110,15740 Carlton Oaks Drive,425000,32.652918,-97.379538
1111,9909 Crawford Farms Drive,462500,32.924026,-97.304597
1112,3901 Piedmont Road,467000,32.71518,-97.437391
1113,2131 Warner Road,674900,32.720805,-97.34682
1114,6705 Olympia Hills Road,960000,32.647332,-97.44143
1115,2439 Wabash Avenue,975000,32.716466,-97.362581
1116,700 Grove Street,1258000,32.754281,-97.327487
1117,1418 Meadowood Village Drive,103000,32.758763,-97.162479
1118,3614 N Harding Street,125000,32.809692,-97.341461
1119,3620 Pate Dr Drive,125000,32.709893,-97.260607
1120,6140 River Pointe Drive,142500,32.774391,-97.414492
1121,700 S Hughes Avenue,145000,32.737214,-97.257158
1122,9925 Plainfield Drive,153900,32.756856,-97.492817
1123,6705 Monterrey Drive,171000,32.751389,-97.214223
1124,4620 Houghton Avenue,185000,32.7265,-97.388914
1125,6900 Van Natta Lane,189000,32.740342,-97.211032
1126,1207 S Chicago Avenue,189900,32.731878,-97.264978
1127,1035 E Harvey Avenue,189900,32.720211,-97.314183
1128,7312 Blackthorn Drive,198000,32.870157,-97.280105
1129,8724 Polo Drive,198000,32.614912,-97.382524
1130,2900 Elsinor Drive,199000,32.731399,-97.474613
1131,7600 Kell Drive,199900,32.736837,-97.192364
1132,3012 Creekwood Lane,200000,32.63015,-97.365791
1133,2305 Whispering Court,204900,32.65066,-97.354353
1134,933 Stone Chapel Way,215000,32.838558,-97.377753
1135,8617 Guadalupe Road,215000,32.72239,-97.467393
1136,4620 Mustang Drive,219000,32.883534,-97.286866
1137,3008 Vicksburg Lane,224900,32.619162,-97.363504
1138,5016 River Rock Boulevard,225000,32.83465,-97.378871
1139,734 Heights Drive,229000,32.768309,-97.238178
1140,5263 Meadowbrook Drive,229900,32.745952,-97.240319
1141,713 Key Deer Drive,230000,32.652918,-97.379538
1142,1328 Nicole Way,235000,32.590666,-97.294901
1143,10920 Deauville Circle N,238500,32.752717,-97.516256
1144,2208 Wakecrest Drive,240000,32.740914,-97.511816
1145,4556 Grainland Court,240000,32.887917,-97.392186
1146,1720 Danciger Drive,240000,32.75338,-97.229208
1147,7573 Vanessa Drive,244900,32.75327,-97.19116
1148,2745 Cochran Way,245000,32.732645,-97.505979
1149,7429 Laurie Drive,249500,32.754022,-97.196596
1150,7216 Briarwyck Court,250000,32.87176,-97.291932
1151,5820 Ridgerock Court,255000,32.663439,-97.400383
1152,8424 Steel Dust Drive,259000,32.873515,-97.393723
1153,8368 Pipestone Drive,259900,32.891732,-97.266903
1154,4101 Piedmont Road,260000,32.710345,-97.437314
1155,8612 Star Thistle Drive,260000,32.878686,-97.397031
1156,2209 Sims Drive,262000,32.690642,-97.302286
1157,8209 Water Buck Run,266000,32.877419,-97.419634
1158,4732 Great Divide Drive,269000,32.876138,-97.283067
1159,2624 Twinflower Drive,270000,32.940031,-97.305355
1160,621 Bent Oak Drive,275000,32.909271,-97.371913
1161,12913 Parkersburg Drive,275000,32.961897,-97.278019
1162,9244 Bronze Meadow Drive,275000,32.906378,-97.35715
1163,10445 Evening View Drive,279000,32.919397,-97.372042
1164,9105 Settlers Peak Road,279900,32.886101,-97.414419
1165,7333 Mesa Verde Trail,285000,32.87362,-97.266188
1166,3905 Clayton Road E,285000,32.716925,-97.428455
1167,4540 Indian Rock Drive,290000,32.923544,-97.287506
1168,11805 Dixon Drive,294990,32.775456,-97.530183
1169,220 Ridgeland Oak Drive,296900,32.779003,-97.19212
1170,2408 Flowing Springs Drive,300000,32.771419,-97.291484
1171,7413 Buckskin Court,300000,32.872398,-97.279702
1172,9104 Tyne Trail,300000,32.796656,-97.181131
1173,7525 Pleasant Oaks Street,309900,32.776076,-97.191052
1174,4925 Cedar Brush Drive,315000,32.617804,-97.400902
1175,1005 Terrace View Drive,315000,32.74607,-97.509632
1176,7801 Lake Meredith Way,315000,32.880692,-97.271204
1177,3737 Redwood Creek Lane,315000,32.855474,-97.304758
1178,7633 Quail Ridge,315000,32.88538,-97.443988
1179,8184 Black Ash Drive,320000,32.887214,-97.352747
1180,3329 Park Ridge Boulevard,320500,32.700645,-97.358262
1181,232 Wild Onion Lane,322274,32.899056,-97.35841
1182,13784 Trail Break Drive,325000,32.75428,-97.380446
1183,1813 Sevilla Road,328000,32.740903,-97.431862
1184,216 Bearman Drive,334900,32.779129,-97.191298
1185,7245 Laguna Del Campo Trail,340000,32.872632,-97.334636
1186,8628 Funtier Court,345000,32.882659,-97.438731
1187,1632 Barrel Oak Drive,349900,32.907394,-97.425681
1188,5358 Desert Falls Drive,350000,32.892213,-97.270587
1189,144 Plumed Thistle Drive,354990,32.896332,-97.359214
1190,10428 Misty Redwood Trail,369500,32.926396,-97.324525
1191,3541 Gallant Trail,375000,32.960471,-97.282796
1192,6516 Genoa Road,395000,32.742568,-97.429822
1193,2306 Park Place Avenue,399900,32.726043,-97.352793
1194,4324 Rosebriar Way,399990,32.92004,-97.291955
1195,6769 Lost Star Lane,424900,32.668292,-97.428707
1196,9837 Crawford Farms Drive,425000,32.924027,-97.305194
1197,12532 Treyburn Drive,434900,32.954531,-97.265216
1198,6928 Talon Drive,435000,32.868128,-97.437783
1199,2611 McCart Avenue,440000,32.713941,-97.352832
1200,6905 Camino Court,470000,32.687033,-97.430065
1201,4317 Old Grove Way,499900,32.962631,-97.266282
1202,9633 Ben Hogan Lane,550000,32.914655,-97.283705
1203,12549 Bella Amore Drive,599000,32.636163,-97.53127
1204,4500 Ranch View Road,850000,32.696293,-97.38976
1205,3213 Crenshaw Avenue,139900,32.718417,-97.279413
1206,508 E Pafford Street,144900,32.69164,-97.322456
1207,2401 Ben Avenue,150000,32.744733,-97.279145
1208,6817 Greenlee Street,150000,32.741757,-97.21246
1209,5025 Royal Drive,159900,32.699918,-97.447731
1210,10137 Lone Eagle Drive,175000,32.76169,-97.497876
1211,5204 Ruston Avenue,178000,32.668189,-97.35897
1212,6916 Sandybrook Drive,179900,32.772096,-97.209759
1213,10808 Hornby Street,198000,32.754252,-97.514239
1214,3724 Cork Place,199000,32.717324,-97.458424
1215,3217 Hanger Avenue,199306,32.721118,-97.279244
1216,5801 Mirror Ridge Drive,200000,32.884851,-97.412078
1217,2700 W Fuller Avenue,209000,32.679387,-97.356706
1218,2315 Market Avenue,209900,32.787429,-97.361708
1219,1729 Cedar Tree,209900,32.865161,-97.339012
1220,8340 Tucson Trail,210000,32.726756,-97.46065
1221,713 Sunrise Court,214900,32.769752,-97.192686
1222,201 W Lancaster Avenue,215000,32.745479,-97.327153
1223,7829 Waxwing Circle W,215000,32.882227,-97.304457
1224,10221 Westward Drive,220000,32.752142,-97.503255
1225,8013 Summer Sun Drive,220000,32.886422,-97.303229
1226,7105 Lindentree Lane,225000,32.869754,-97.264678
1227,7105 Lindentree LN,225000,32.869754,-97.264678
1228,9944 Plainfield Drive,229000,32.75731,-97.494067
1229,2312 Williston Court,234000,32.739147,-97.498714
1230,5000 Cockrell Avenue,234900,32.673512,-97.360114
1231,2305 Charisma Drive,235000,32.855302,-97.328631
1232,5944 Melanie Drive,239000,32.851766,-97.330422
1233,4403 Bellaire Drive S,239900,32.70288,-97.38605
1234,3409 WINOAK DR,244251,32.612589,-97.370091
1235,3409 WINOAK Drive,244251,32.612589,-97.370091
1236,9612 Linton Drive,245000,32.755892,-97.483133
1237,6313 Eagle Pier Way,245900,32.865028,-97.422239
1238,708 Kelley Court,248000,32.770477,-97.191527
1239,1908 Watson Street,249500,32.750009,-97.247476
1240,2117 Swenson Ranch Trail,249900,32.623146,-97.352509
1241,8401 Greylock Court,250000,32.890224,-97.279789
1242,4640 Parkmount Drive,255000,32.881793,-97.286496
1243,8420 Ram Ridge Road,255000,32.891488,-97.282505
1244,11812 Castleford Way,259000,32.586742,-97.329396
1245,14605 San Pablo Drive,259900,32.99493,-97.369546
1246,9524 Chiefton Way,262500,32.912634,-97.269439
1247,11636 Netleaf Lane,265000,32.940467,-97.263437
1248,7733 Blossom Drive,265000,32.630281,-97.401845
1249,4266 Balboa Drive,268000,32.648719,-97.385176
1250,6466 Lindell Avenue,269000,32.726583,-97.426602
1251,5209 Warm Springs Trail,269000,32.869398,-97.269479
1252,3909 Confidence Drive,270000,32.960028,-97.276263
1253,9244 Bronze Meadow DR,275000,32.906378,-97.35715
1254,2725 Ryan Avenue,275000,32.712391,-97.342318
1255,7913 Songbird Lane,275000,32.627327,-97.392585
1256,4920 Spur Ridge Court,275000,32.900573,-97.279451
1257,1963 Lanewood Drive,279000,32.749558,-97.192577
1258,10304 Little Falls Trail,279900,32.922495,-97.341007
1259,5924 Paddlefish Drive,285000,32.842477,-97.41426
1260,528 Winbridge Lane,289900,32.926218,-97.367856
1261,6132 Malvey Avenue,290000,32.733177,-97.417382
1262,1804 Lariat Drive,290000,32.882626,-97.350447
1263,9617 Lea Shore Street,299900,32.896334,-97.448248
1264,2625 Sandcherry Drive,300000,32.941221,-97.304462
1265,1329 Ocotillo Lane,300000,32.914508,-97.338288
1266,1817 Capulin Road,300000,32.868196,-97.337095
1267,9104 Flying Eagle Lane,304900,32.902549,-97.357763
1268,9104 Flying Eagle LN,304900,32.902549,-97.357763
1269,9300 Herringbone Drive,307000,32.903079,-97.364182
1270,3477 Vista Highlands,310500,32.698015,-97.319964
1271,2507 Lipscomb ST,312000,32.71518,-97.332932
1272,2507 Lipscomb Street,312000,32.71518,-97.332932
1273,2906 8th Avenue,315000,32.708997,-97.344159
1274,245 Black Alder Drive,315000,32.886918,-97.359629
1275,6024 Dunnlevy Drive,319000,32.875054,-97.412819
1276,6424 Darwood Avenue,319000,32.732829,-97.425497
1277,2321 Primrose Avenue,319900,32.782192,-97.312073
1278,2604 Avenel Court,320000,32.771419,-97.291484
1279,6024 Welch Avenue,325000,32.655309,-97.382238
1280,2441 Whispering Pines Drive,325000,32.652918,-97.379538
1281,9652 Rio Frio Trail,330000,32.675073,-97.482158
1282,5339 Tobey Court,335000,32.605989,-97.545134
1283,500 White Bud Lane,335000,32.914473,-97.369013
1284,7700 Boat Wind Road,335000,32.873243,-97.420872
1285,4632 Norwich Drive,339900,32.680428,-97.376325
1286,5221 Cedar Brush Drive,340000,32.615987,-97.405654
1287,5221 Cedar Brush DR,340000,32.615987,-97.405654
1288,8013 Mount Shasta Circle,349000,32.886221,-97.272024
1289,2217 Irwin Street,349900,32.732187,-97.351014
1290,7955 Mellie Court,349900,32.626261,-97.397075
1291,2613 Twinflower Drive,349900,32.940474,-97.305877
1292,3600 Rogers Avenue,349900,32.698152,-97.363177
1293,4408 Camp Bowie Boulevard,350000,32.741824,-97.384628
1294,4813 Hildring Drive E,369500,32.678193,-97.379699
1295,2808 Stable Door Lane,370000,32.942924,-97.300593
1296,6649 Texas Cowboy Dr,379196,32.610891,-97.42524
1297,4220 Doe Creek Trail,389900,32.899874,-97.295333
1298,404 High Desert Drive,395000,32.888853,-97.369428
1299,6424 Locke Avenue,399000,32.731944,-97.425343
1300,11741 Tuscarora Drive,399900,32.774643,-97.529428
1301,12369 Maken Trail,399900,32.95077,-97.397618
1302,5136 Collinwood Avenue,405000,32.738012,-97.398435
1303,14413 Walsh Avenue,424825,32.70065,-97.386965
1304,2716 Sandage Avenue,435000,32.712078,-97.354399
1305,1325 Fairmount Avenue,460000,32.729642,-97.340895
1306,2229 Dunstan Drive,491164,32.941139,-97.353767
1307,6417 Chauncery Place,499000,32.707351,-97.420613
1308,1012 Merion Drive,525000,32.716287,-97.315028
1309,2320 Edwin Street,539000,32.728079,-97.352989
1310,3759 W 4th Street,549000,32.75391,-97.3729
1311,411 W 7th Street,584900,32.751007,-97.33283
1312,2216 Park Place Avenue,585000,32.726149,-97.351235
1313,6356 Davis Road,769000,32.598135,-97.220973
1314,2305 Flemming Drive,105000,32.723296,-97.228941
1315,1100 California Parkway N,109900,32.664679,-97.336236
1316,1346 E Richmond Avenue,112000,32.723347,-97.307799
1317,3808 6th Avenue,178700,32.692967,-97.340611
1318,3563 Frazier Avenue,182900,32.697299,-97.350327
1319,1340 Steinburg,185000,32.645376,-97.340153
1320,1909 Milam Street,198900,32.751323,-97.211133
1321,3916 Wrenwood Drive,199000,32.866977,-97.298584
1322,324 Afton Road,199900,32.643386,-97.32962
1323,5907 Diaz Avenue,210000,32.727064,-97.41229
1324,5812 Wake Robin Drive,218900,32.619257,-97.414182
1325,2524 Concina Way,219500,32.735896,-97.509007
1326,1617 E Tucker Street,220000,32.739551,-97.305674
1327,10261 Sunset View Drive,225000,32.751805,-97.505677
1328,8232 Ranch Hand Trail,232900,32.889416,-97.335732
1329,9744 Francesca Drive,233000,32.752888,-97.487403
1330,3913 Oceanside Drive,235000,32.819858,-97.088786
1331,6320 Provinces Street,240000,32.853231,-97.402698
1332,5908 Helmick Avenue,245000,32.717241,-97.412231
1333,8009 Boat Wind Road,249900,32.8757,-97.421613
1334,7116 Culver Avenue,249900,32.704925,-97.438383
1335,613 Cranbrook Drive,252500,32.908576,-97.37155
1336,633 Goldstone Lane,255000,32.918186,-97.373374
1337,2355 Laurelhill Lane,257000,32.64227,-97.355359
1338,5624 Donnelly Avenue,258000,32.72954,-97.407274
1339,7228 Wavecrest Way,265000,32.868787,-97.421321
1340,1548 Milmo Drive,275000,32.664595,-97.301577
1341,8513 Viridian Lane,275000,32.617956,-97.39355
1342,3620 W Seminary Drive,275000,32.686753,-97.371768
1343,2524 Flowing Springs Drive,280000,32.771419,-97.291484
1344,5621 Dennis Avenue,290000,32.752081,-97.406981
1345,5209 Threshing Drive,300000,32.883564,-97.403438
1346,1541 Fallingwater Trail,305000,32.993081,-97.393555
1347,6552 Longhorn Herd Lane,309500,32.610893,-97.423841
1348,7616 Truchard Drive,310000,32.874056,-97.412283
1349,2625 Swift Creek Drive,310000,32.613999,-97.360304
1350,5329 Corn Field Drive,312500,32.886658,-97.405261
1351,2536 Grey Kingbird Trail,315000,32.77213,-97.217742
1352,3336 Park Ridge Boulevard,315000,32.700835,-97.358854
1353,3968 Tule Ranch Road,315000,32.743094,-97.426847
1354,2744 Albatross Lane,319900,34.484968,-114.30765
1355,4351 Salix Court,320000,32.683668,-97.390022
1356,8709 Glenburne Drive,325000,32.896725,-97.338794
1357,6024 Blanchard Court,341000,32.600497,-97.533189
1358,3309 Park Ridge Boulevard,345000,32.701169,-97.357717
1359,941 Pinnacle Ridge Road,350000,32.934724,-97.378678
1360,9700 Gessner Drive,365000,32.916961,-97.271686
1361,3905 Pershing Avenue,369000,32.735035,-97.375315
1362,9024 Silsby Drive,369900,32.905348,-97.283146
1363,3320 Rosemeade Drive,369900,32.702747,-97.425497
1364,1924 Forest Park Boulevard,374900,32.723658,-97.352185
1365,308 Darlington Trail,374900,32.887175,-97.358745
1366,10032 Tule Lake Road,379900,32.921539,-97.320403
1367,2505 Trailhead Drive,385000,32.709503,-97.186191
1368,5860 Brightfield Road,410000,32.849063,-97.302173
1369,5448 Tuxbury Pond Drive,424900,32.84832,-97.40468
1370,644 E Bluff Street,475000,32.760479,-97.329204
1371,7117 Meadowside Road S,499000,32.647272,-97.42541
1372,5725 Violet Crown Place,517900,32.664883,-97.509954
1373,5724 Violet Crown Place,532900,32.664671,-97.510464
1374,9717 Bison Court,539900,32.916197,-97.267698
1375,5708 Violet Crown Place,559900,32.665248,-97.510862
1376,4604 Harley Avenue,590000,32.742655,-97.387945
1377,1222 Virginia Place,609000,32.746969,-97.377388
1378,4628 Dexter Avenue,725000,32.740773,-97.388856
